Date,Close
2000-08-02,57.76
2000-08-03,59.49
2000-08-04,59.51
2000-08-07,57.39
2000-08-08,62.44
2000-08-09,59.55
2000-08-10,56.11
2000-08-11,59.7
2000-08-14,56.33
2000-08-15,59.74
2000-08-16,60.37
2000-08-17,56.29
2000-08-18,59.74
2000-08-21,58.52
2000-08-22,59.22
2000-08-23,61.25
2000-08-24,56.84
2000-08-25,55.7
2000-08-28,55.31
2000-08-29,55.33
2000-08-30,56.68
2000-08-31,57.39
2000-09-01,57.13
2000-09-04,58.1
2000-09-05,56.34
2000-09-06,59.09
2000-09-07,55.53
2000-09-08,61.36
2000-09-11,57.04
2000-09-12,53.94
2000-09-13,53.38
2000-09-14,56.35
2000-09-15,54.8
2000-09-18,56.53
2000-09-19,55.92
2000-09-20,54.68
2000-09-21,53.0
2000-09-22,51.52
2000-09-25,53.52
2000-09-26,55.98
2000-09-27,54.56
2000-09-28,51.5
2000-09-29,54.19
2000-10-02,54.48
2000-10-03,51.8
2000-10-04,53.73
2000-10-05,53.4
2000-10-06,50.85
2000-10-09,53.71
2000-10-10,53.98
2000-10-11,54.88
2000-10-12,54.68
2000-10-13,49.67
2000-10-16,50.41
2000-10-17,53.18
2000-10-18,53.03
2000-10-19,52.89
2000-10-20,59.43
2000-10-23,52.72
2000-10-24,53.71
2000-10-25,53.21
2000-10-26,52.47
2000-10-27,50.4
2000-10-30,52.41
2000-10-31,49.2
2000-11-01,50.14
2000-11-02,49.51
2000-11-03,50.51
2000-11-06,54.84
2000-11-07,46.34
2000-11-08,51.31
2000-11-09,46.58
2000-11-10,48.73
2000-11-13,51.72
2000-11-14,49.54
2000-11-15,47.13
2000-11-16,47.73
2000-11-17,50.39
2000-11-20,47.45
2000-11-21,49.22
2000-11-22,48.75
2000-11-23,47.23
2000-11-24,52.7
2000-11-27,49.57
2000-11-28,44.13
2000-11-29,48.43
2000-11-30,46.62
2000-12-01,49.54
2000-12-04,46.13
2000-12-05,47.38
2000-12-06,48.51
2000-12-07,49.12
2000-12-08,44.88
2000-12-11,46.51
2000-12-12,46.12
2000-12-13,45.67
2000-12-14,50.4
2000-12-15,47.58
2000-12-18,44.15
2000-12-19,48.42
2000-12-20,50.73
2000-12-21,48.46
2000-12-22,43.27
2000-12-25,45.25
2000-12-26,48.67
2000-12-27,44.63
2000-12-28,46.85
2000-12-29,47.44
2001-01-01,43.95
2001-01-02,45.61
2001-01-03,39.17
2001-01-04,43.54
2001-01-05,45.01
2001-01-08,42.95
2001-01-09,48.65
2001-01-10,42.46
2001-01-11,44.38
2001-01-12,45.46
2001-01-15,48.02
2001-01-16,42.21
2001-01-17,47.36
2001-01-18,45.0
2001-01-19,42.97
2001-01-22,45.81
2001-01-23,45.24
2001-01-24,43.6
2001-01-25,44.9
2001-01-26,43.95
2001-01-29,44.92
2001-01-30,45.98
2001-01-31,47.8
2001-02-01,42.12
2001-02-02,48.84
2001-02-05,40.65
2001-02-06,44.23
2001-02-07,45.69
2001-02-08,45.06
2001-02-09,43.24
2001-02-12,44.06
2001-02-13,43.48
2001-02-14,43.28
2001-02-15,46.15
2001-02-16,45.17
2001-02-19,43.07
2001-02-20,46.26
2001-02-21,45.08
2001-02-22,46.1
2001-02-23,45.75
2001-02-26,42.84
2001-02-27,43.4
2001-02-28,46.03
2001-03-01,45.78
2001-03-02,44.54
2001-03-05,44.84
2001-03-06,47.19
2001-03-07,43.48
2001-03-08,45.79
2001-03-09,44.33
2001-03-12,44.34
2001-03-13,47.01
2001-03-14,46.51
2001-03-15,46.53
2001-03-16,47.56
2001-03-19,45.04
2001-03-20,46.42
2001-03-21,44.49
2001-03-22,45.82
2001-03-23,44.97
2001-03-26,45.49
2001-03-27,46.55
2001-03-28,43.79
2001-03-29,49.68
2001-03-30,43.55
2001-04-02,43.21
2001-04-03,48.03
2001-04-04,47.38
2001-04-05,47.12
2001-04-06,47.21
2001-04-09,46.02
2001-04-10,44.34
2001-04-11,46.37
2001-04-12,44.96
2001-04-13,48.36
2001-04-16,46.21
2001-04-17,44.95
2001-04-18,46.06
2001-04-19,47.63
2001-04-20,45.78
2001-04-23,45.37
2001-04-24,47.61
2001-04-25,47.72
2001-04-26,46.33
2001-04-27,46.52
2001-04-30,48.04
2001-05-01,44.8
2001-05-02,45.0
2001-05-03,46.5
2001-05-04,47.63
2001-05-07,48.81
2001-05-08,51.26
2001-05-09,50.15
2001-05-10,48.25
2001-05-11,48.66
2001-05-14,46.83
2001-05-15,48.93
2001-05-16,48.53
2001-05-17,49.89
2001-05-18,47.73
2001-05-21,50.57
2001-05-22,52.74
2001-05-23,49.6
2001-05-24,50.76
2001-05-25,51.49
2001-05-28,49.45
2001-05-29,50.85
2001-05-30,50.58
2001-05-31,50.9
2001-06-01,49.32
2001-06-04,51.06
2001-06-05,52.17
2001-06-06,54.23
2001-06-07,53.4
2001-06-08,55.95
2001-06-11,50.27
2001-06-12,53.71
2001-06-13,52.49
2001-06-14,56.67
2001-06-15,50.84
2001-06-18,50.94
2001-06-19,51.58
2001-06-20,48.7
2001-06-21,52.06
2001-06-22,51.76
2001-06-25,53.75
2001-06-26,54.3
2001-06-27,57.54
2001-06-28,55.85
2001-06-29,52.97
2001-07-02,52.5
2001-07-03,55.45
2001-07-04,51.99
2001-07-05,58.47
2001-07-06,57.33
2001-07-09,54.21
2001-07-10,51.89
2001-07-11,58.2
2001-07-12,55.43
2001-07-13,58.31
2001-07-16,52.82
2001-07-17,54.98
2001-07-18,56.36
2001-07-19,56.62
2001-07-20,55.79
2001-07-23,58.11
2001-07-24,54.9
2001-07-25,56.92
2001-07-26,57.62
2001-07-27,58.58
2001-07-30,59.14
2001-07-31,55.64
2001-08-01,54.99
2001-08-02,60.79
2001-08-03,59.06
2001-08-06,57.07
2001-08-07,61.84
2001-08-08,59.13
2001-08-09,61.43
2001-08-10,59.37
2001-08-13,63.52
2001-08-14,63.07
2001-08-15,59.23
2001-08-16,61.83
2001-08-17,61.34
2001-08-20,62.95
2001-08-21,58.44
2001-08-22,61.9
2001-08-23,62.8
2001-08-24,57.32
2001-08-27,58.63
2001-08-28,57.07
2001-08-29,60.77
2001-08-30,62.89
2001-08-31,64.61
2001-09-03,61.9
2001-09-04,65.16
2001-09-05,59.29
2001-09-06,58.79
2001-09-07,62.23
2001-09-10,63.25
2001-09-11,62.56
2001-09-12,58.63
2001-09-13,62.73
2001-09-14,60.43
2001-09-17,64.51
2001-09-18,64.04
2001-09-19,61.56
2001-09-20,62.54
2001-09-21,61.58
2001-09-24,63.7
2001-09-25,65.86
2001-09-26,62.1
2001-09-27,65.2
2001-09-28,63.26
2001-10-01,62.85
2001-10-02,64.34
2001-10-03,62.59
2001-10-04,63.67
2001-10-05,62.49
2001-10-08,68.92
2001-10-09,65.17
2001-10-10,63.81
2001-10-11,65.74
2001-10-12,65.18
2001-10-15,65.06
2001-10-16,66.83
2001-10-17,67.21
2001-10-18,64.73
2001-10-19,64.73
2001-10-22,65.41
2001-10-23,61.45
2001-10-24,63.1
2001-10-25,68.95
2001-10-26,69.58
2001-10-29,65.87
2001-10-30,67.59
2001-10-31,67.14
2001-11-01,72.74
2001-11-02,68.89
2001-11-05,66.46
2001-11-06,64.86
2001-11-07,63.62
2001-11-08,67.3
2001-11-09,65.44
2001-11-12,64.16
2001-11-13,65.76
2001-11-14,64.94
2001-11-15,70.52
2001-11-16,68.95
2001-11-19,67.21
2001-11-20,70.23
2001-11-21,67.46
2001-11-22,65.61
2001-11-23,70.41
2001-11-26,68.47
2001-11-27,65.35
2001-11-28,67.06
2001-11-29,65.71
2001-11-30,64.72
2001-12-03,69.35
2001-12-04,71.33
2001-12-05,64.73
2001-12-06,68.66
2001-12-07,66.24
2001-12-10,66.57
2001-12-11,66.36
2001-12-12,65.82
2001-12-13,67.64
2001-12-14,65.87
2001-12-17,68.07
2001-12-18,67.42
2001-12-19,67.02
2001-12-20,65.67
2001-12-21,66.31
2001-12-24,68.96
2001-12-25,68.43
2001-12-26,65.44
2001-12-27,67.57
2001-12-28,68.84
2001-12-31,63.97
2002-01-01,68.36
2002-01-02,65.91
2002-01-03,68.34
2002-01-04,65.63
2002-01-07,63.5
2002-01-08,63.81
2002-01-09,67.11
2002-01-10,67.48
2002-01-11,65.1
2002-01-14,68.13
2002-01-15,63.48
2002-01-16,66.61
2002-01-17,64.26
2002-01-18,65.31
2002-01-21,66.64
2002-01-22,64.76
2002-01-23,65.64
2002-01-24,68.35
2002-01-25,65.11
2002-01-28,67.86
2002-01-29,63.85
2002-01-30,67.09
2002-01-31,68.83
2002-02-01,60.92
2002-02-04,64.18
2002-02-05,66.84
2002-02-06,65.19
2002-02-07,66.25
2002-02-08,64.2
2002-02-11,65.49
2002-02-12,64.91
2002-02-13,67.46
2002-02-14,65.53
2002-02-15,65.59
2002-02-18,63.99
2002-02-19,63.73
2002-02-20,63.74
2002-02-21,65.28
2002-02-22,63.54
2002-02-25,64.85
2002-02-26,68.31
2002-02-27,65.79
2002-02-28,63.28
2002-03-01,66.21
2002-03-04,62.88
2002-03-05,59.5
2002-03-06,61.44
2002-03-07,59.59
2002-03-08,62.5
2002-03-11,63.12
2002-03-12,66.31
2002-03-13,63.48
2002-03-14,62.26
2002-03-15,64.23
2002-03-18,58.02
2002-03-19,62.78
2002-03-20,63.72
2002-03-21,59.09
2002-03-22,64.2
2002-03-25,62.46
2002-03-26,60.82
2002-03-27,62.78
2002-03-28,65.92
2002-03-29,61.6
2002-04-01,61.6
2002-04-02,60.04
2002-04-03,59.13
2002-04-04,62.35
2002-04-05,58.83
2002-04-08,60.55
2002-04-09,59.31
2002-04-10,61.08
2002-04-11,60.65
2002-04-12,61.92
2002-04-15,58.68
2002-04-16,59.02
2002-04-17,57.46
2002-04-18,58.39
2002-04-19,59.89
2002-04-22,60.51
2002-04-23,57.01
2002-04-24,60.45
2002-04-25,61.28
2002-04-26,59.25
2002-04-29,62.04
2002-04-30,56.59
2002-05-01,55.51
2002-05-02,54.3
2002-05-03,60.71
2002-05-06,58.89
2002-05-07,57.33
2002-05-08,57.86
2002-05-09,54.91
2002-05-10,61.91
2002-05-13,57.14
2002-05-14,56.96
2002-05-15,58.06
2002-05-16,57.43
2002-05-17,56.78
2002-05-20,54.62
2002-05-21,57.01
2002-05-22,59.7
2002-05-23,58.49
2002-05-24,58.86
2002-05-27,54.52
2002-05-28,53.43
2002-05-29,55.03
2002-05-30,55.27
2002-05-31,57.22
2002-06-03,51.52
2002-06-04,57.84
2002-06-05,54.34
2002-06-06,53.68
2002-06-07,52.39
2002-06-10,50.98
2002-06-11,55.82
2002-06-12,54.2
2002-06-13,51.36
2002-06-14,51.24
2002-06-17,53.04
2002-06-18,56.94
2002-06-19,52.97
2002-06-20,50.38
2002-06-21,52.79
2002-06-24,52.63
2002-06-25,47.68
2002-06-26,52.86
2002-06-27,52.41
2002-06-28,54.16
2002-07-01,56.37
2002-07-02,54.83
2002-07-03,51.95
2002-07-04,50.18
2002-07-05,57.45
2002-07-08,52.33
2002-07-09,52.16
2002-07-10,52.0
2002-07-11,52.36
2002-07-12,51.59
2002-07-15,50.66
2002-07-16,50.63
2002-07-17,51.59
2002-07-18,50.5
2002-07-19,50.09
2002-07-22,51.66
2002-07-23,50.87
2002-07-24,54.32
2002-07-25,45.95
2002-07-26,53.38
2002-07-29,53.63
2002-07-30,46.93
2002-07-31,50.34
2002-08-01,50.23
2002-08-02,48.11
2002-08-05,49.33
2002-08-06,48.62
2002-08-07,54.3
2002-08-08,52.63
2002-08-09,53.26
2002-08-12,52.13
2002-08-13,48.4
2002-08-14,49.58
2002-08-15,51.58
2002-08-16,48.13
2002-08-19,51.98
2002-08-20,50.05
2002-08-21,49.76
2002-08-22,51.92
2002-08-23,51.37
2002-08-26,49.75
2002-08-27,52.78
2002-08-28,48.3
2002-08-29,51.69
2002-08-30,51.64
2002-09-02,49.84
2002-09-03,51.11
2002-09-04,47.96
2002-09-05,52.32
2002-09-06,50.12
2002-09-09,49.46
2002-09-10,52.62
2002-09-11,49.13
2002-09-12,47.74
2002-09-13,47.47
2002-09-16,51.82
2002-09-17,48.08
2002-09-18,54.18
2002-09-19,46.54
2002-09-20,54.13
2002-09-23,51.2
2002-09-24,50.62
2002-09-25,49.77
2002-09-26,51.7
2002-09-27,50.88
2002-09-30,53.21
2002-10-01,51.29
2002-10-02,51.41
2002-10-03,50.44
2002-10-04,51.12
2002-10-07,51.91
2002-10-08,47.94
2002-10-09,48.73
2002-10-10,52.98
2002-10-11,51.91
2002-10-14,51.27
2002-10-15,51.75
2002-10-16,52.49
2002-10-17,50.8
2002-10-18,50.4
2002-10-21,52.44
2002-10-22,50.18
2002-10-23,53.04
2002-10-24,48.91
2002-10-25,54.47
2002-10-28,53.45
2002-10-29,53.12
2002-10-30,54.67
2002-10-31,56.14
2002-11-01,54.94
2002-11-04,49.34
2002-11-05,50.57
2002-11-06,51.99
2002-11-07,53.4
2002-11-08,54.5
2002-11-11,52.13
2002-11-12,54.07
2002-11-13,52.31
2002-11-14,52.72
2002-11-15,51.25
2002-11-18,52.34
2002-11-19,51.61
2002-11-20,52.49
2002-11-21,56.68
2002-11-22,52.81
2002-11-25,60.11
2002-11-26,55.96
2002-11-27,55.48
2002-11-28,53.53
2002-11-29,56.79
2002-12-02,54.38
2002-12-03,55.92
2002-12-04,60.94
2002-12-05,55.77
2002-12-06,58.41
2002-12-09,54.86
2002-12-10,56.34
2002-12-11,60.1
2002-12-12,55.46
2002-12-13,60.49
2002-12-16,58.44
2002-12-17,56.05
2002-12-18,58.6
2002-12-19,59.44
2002-12-20,58.89
2002-12-23,54.67
2002-12-24,56.52
2002-12-25,57.64
2002-12-26,58.15
2002-12-27,59.7
2002-12-30,58.98
2002-12-31,56.12
2003-01-01,59.71
2003-01-02,60.34
2003-01-03,60.41
2003-01-06,61.62
2003-01-07,61.29
2003-01-08,60.71
2003-01-09,59.82
2003-01-10,56.81
2003-01-13,61.16
2003-01-14,60.88
2003-01-15,61.18
2003-01-16,58.26
2003-01-17,58.82
2003-01-20,63.26
2003-01-21,61.25
2003-01-22,62.86
2003-01-23,61.73
2003-01-24,61.9
2003-01-27,63.89
2003-01-28,61.15
2003-01-29,62.55
2003-01-30,61.61
2003-01-31,61.83
2003-02-03,62.26
2003-02-04,63.49
2003-02-05,62.26
2003-02-06,65.9
2003-02-07,61.77
2003-02-10,63.35
2003-02-11,63.02
2003-02-12,66.96
2003-02-13,64.63
2003-02-14,66.47
2003-02-17,61.6
2003-02-18,65.27
2003-02-19,66.69
2003-02-20,65.24
2003-02-21,67.37
2003-02-24,64.37
2003-02-25,68.39
2003-02-26,70.33
2003-02-27,65.17
2003-02-28,65.16
2003-03-03,69.12
2003-03-04,69.53
2003-03-05,65.49
2003-03-06,65.85
2003-03-07,66.28
2003-03-10,64.31
2003-03-11,65.32
2003-03-12,65.3
2003-03-13,65.93
2003-03-14,67.54
2003-03-17,68.23
2003-03-18,71.01
2003-03-19,66.06
2003-03-20,70.17
2003-03-21,67.92
2003-03-24,68.39
2003-03-25,69.98
2003-03-26,66.53
2003-03-27,69.67
2003-03-28,69.38
2003-03-31,70.17
2003-04-01,69.89
2003-04-02,74.36
2003-04-03,68.3
2003-04-04,68.64
2003-04-07,68.59
2003-04-08,68.85
2003-04-09,68.81
2003-04-10,72.58
2003-04-11,73.16
2003-04-14,69.3
2003-04-15,68.89
2003-04-16,71.61
2003-04-17,69.68
2003-04-18,72.16
2003-04-21,71.41
2003-04-22,68.07
2003-04-23,74.3
2003-04-24,74.9
2003-04-25,70.19
2003-04-28,70.73
2003-04-29,72.18
2003-04-30,72.37
2003-05-01,73.11
2003-05-02,75.9
2003-05-05,71.61
2003-05-06,70.46
2003-05-07,69.38
2003-05-08,70.75
2003-05-09,72.23
2003-05-12,75.96
2003-05-13,71.41
2003-05-14,72.96
2003-05-15,72.55
2003-05-16,75.03
2003-05-19,77.77
2003-05-20,71.72
2003-05-21,71.86
2003-05-22,74.98
2003-05-23,74.31
2003-05-26,76.7
2003-05-27,74.22
2003-05-28,72.38
2003-05-29,74.33
2003-05-30,75.41
2003-06-02,74.87
2003-06-03,74.28
2003-06-04,75.44
2003-06-05,75.68
2003-06-06,76.13
2003-06-09,74.69
2003-06-10,73.09
2003-06-11,73.74
2003-06-12,75.88
2003-06-13,71.85
2003-06-16,74.24
2003-06-17,72.73
2003-06-18,73.58
2003-06-19,76.09
2003-06-20,73.92
2003-06-23,73.64
2003-06-24,70.83
2003-06-25,75.04
2003-06-26,74.83
2003-06-27,77.86
2003-06-30,72.91
2003-07-01,73.95
2003-07-02,74.0
2003-07-03,76.64
2003-07-04,73.28
2003-07-07,74.0
2003-07-08,74.64
2003-07-09,73.77
2003-07-10,72.48
2003-07-11,73.73
2003-07-14,75.45
2003-07-15,71.22
2003-07-16,73.5
2003-07-17,71.8
2003-07-18,75.54
2003-07-21,70.06
2003-07-22,71.95
2003-07-23,73.77
2003-07-24,76.09
2003-07-25,72.78
2003-07-28,71.74
2003-07-29,76.56
2003-07-30,69.84
2003-07-31,68.28
2003-08-01,73.49
2003-08-04,71.54
2003-08-05,70.43
2003-08-06,73.82
2003-08-07,72.82
2003-08-08,71.13
2003-08-11,69.62
2003-08-12,73.85
2003-08-13,73.32
2003-08-14,71.74
2003-08-15,75.55
2003-08-18,69.63
2003-08-19,68.63
2003-08-20,70.21
2003-08-21,71.41
2003-08-22,71.89
2003-08-25,70.83
2003-08-26,71.92
2003-08-27,68.61
2003-08-28,73.9
2003-08-29,70.75
2003-09-01,73.04
2003-09-02,71.39
2003-09-03,71.51
2003-09-04,71.63
2003-09-05,71.27
2003-09-08,71.55
2003-09-09,72.81
2003-09-10,70.43
2003-09-11,71.34
2003-09-12,69.63
2003-09-15,72.57
2003-09-16,68.22
2003-09-17,73.05
2003-09-18,69.25
2003-09-19,66.34
2003-09-22,69.33
2003-09-23,67.59
2003-09-24,70.51
2003-09-25,67.39
2003-09-26,67.68
2003-09-29,64.66
2003-09-30,67.4
2003-10-01,63.33
2003-10-02,64.88
2003-10-03,69.43
2003-10-06,69.35
2003-10-07,68.49
2003-10-08,65.57
2003-10-09,67.27
2003-10-10,67.23
2003-10-13,64.78
2003-10-14,69.96
2003-10-15,68.57
2003-10-16,66.24
2003-10-17,66.59
2003-10-20,66.82
2003-10-21,62.18
2003-10-22,65.63
2003-10-23,64.61
2003-10-24,63.83
2003-10-27,65.13
2003-10-28,69.15
2003-10-29,66.69
2003-10-30,64.13
2003-10-31,66.27
2003-11-03,67.78
2003-11-04,66.69
2003-11-05,64.82
2003-11-06,63.27
2003-11-07,65.81
2003-11-10,65.06
2003-11-11,65.93
2003-11-12,65.26
2003-11-13,65.95
2003-11-14,62.64
2003-11-17,66.21
2003-11-18,63.83
2003-11-19,67.44
2003-11-20,61.77
2003-11-21,66.49
2003-11-24,63.27
2003-11-25,61.44
2003-11-26,61.63
2003-11-27,61.83
2003-11-28,63.18
2003-12-01,63.24
2003-12-02,60.91
2003-12-03,61.88
2003-12-04,66.08
2003-12-05,65.12
2003-12-08,62.41
2003-12-09,61.48
2003-12-10,61.52
2003-12-11,62.38
2003-12-12,58.98
2003-12-15,60.38
2003-12-16,57.44
2003-12-17,61.45
2003-12-18,61.82
2003-12-19,59.44
2003-12-22,63.44
2003-12-23,57.72
2003-12-24,57.12
2003-12-25,60.39
2003-12-26,61.92
2003-12-29,63.08
2003-12-30,58.68
2003-12-31,61.65
2004-01-01,59.3
2004-01-02,58.93
2004-01-05,60.94
2004-01-06,60.37
2004-01-07,55.81
2004-01-08,61.82
2004-01-09,61.53
2004-01-12,57.42
2004-01-13,59.37
2004-01-14,59.47
2004-01-15,58.91
2004-01-16,57.2
2004-01-19,56.87
2004-01-20,58.07
2004-01-21,60.39
2004-01-22,59.05
2004-01-23,57.14
2004-01-26,59.35
2004-01-27,52.03
2004-01-28,59.95
2004-01-29,54.1
2004-01-30,56.78
2004-02-02,55.2
2004-02-03,54.79
2004-02-04,59.63
2004-02-05,56.32
2004-02-06,57.88
2004-02-09,57.04
2004-02-10,58.03
2004-02-11,57.18
2004-02-12,54.41
2004-02-13,58.92
2004-02-16,55.89
2004-02-17,53.72
2004-02-18,55.94
2004-02-19,59.76
2004-02-20,58.42
2004-02-23,55.99
2004-02-24,55.96
2004-02-25,55.98
2004-02-26,60.75
2004-02-27,57.34
2004-03-01,57.41
2004-03-02,58.59
2004-03-03,56.99
2004-03-04,55.98
2004-03-05,56.09
2004-03-08,56.33
2004-03-09,56.39
2004-03-10,57.91
2004-03-11,56.56
2004-03-12,57.92
2004-03-15,56.29
2004-03-16,56.62
2004-03-17,52.47
2004-03-18,58.31
2004-03-19,57.18
2004-03-22,58.5
2004-03-23,50.73
2004-03-24,60.71
2004-03-25,56.28
2004-03-26,58.8
2004-03-29,54.53
2004-03-30,57.86
2004-03-31,54.56
2004-04-01,55.46
2004-04-02,60.57
2004-04-05,56.4
2004-04-06,57.25
2004-04-07,58.6
2004-04-08,57.9
2004-04-09,57.26
2004-04-12,57.74
2004-04-13,61.87
2004-04-14,57.0
2004-04-15,57.58
2004-04-16,59.34
2004-04-19,59.51
2004-04-20,59.74
2004-04-21,58.71
2004-04-22,55.21
2004-04-23,60.84
2004-04-26,55.35
2004-04-27,58.33
2004-04-28,56.29
2004-04-29,57.75
2004-04-30,58.62
2004-05-03,58.69
2004-05-04,58.98
2004-05-05,61.45
2004-05-06,59.23
2004-05-07,57.93
2004-05-10,60.44
2004-05-11,60.99
2004-05-12,56.25
2004-05-13,60.01
2004-05-14,60.32
2004-05-17,58.43
2004-05-18,61.88
2004-05-19,58.94
2004-05-20,59.6
2004-05-21,59.12
2004-05-24,59.62
2004-05-25,57.51
2004-05-26,56.94
2004-05-27,63.13
2004-05-28,58.37
2004-05-31,58.21
2004-06-01,56.01
2004-06-02,59.17
2004-06-03,57.93
2004-06-04,64.0
2004-06-07,62.87
2004-06-08,59.61
2004-06-09,65.62
2004-06-10,63.22
2004-06-11,60.75
2004-06-14,56.54
2004-06-15,66.26
2004-06-16,59.05
2004-06-17,58.68
2004-06-18,64.16
2004-06-21,67.15
2004-06-22,65.19
2004-06-23,63.7
2004-06-24,63.91
2004-06-25,64.58
2004-06-28,64.55
2004-06-29,63.75
2004-06-30,63.55
2004-07-01,63.37
2004-07-02,62.15
2004-07-05,63.26
2004-07-06,60.59
2004-07-07,63.94
2004-07-08,62.32
2004-07-09,62.26
2004-07-12,64.99
2004-07-13,67.58
2004-07-14,66.8
2004-07-15,61.98
2004-07-16,63.31
2004-07-19,67.34
2004-07-20,63.66
2004-07-21,65.35
2004-07-22,67.07
2004-07-23,64.2
2004-07-26,66.52
2004-07-27,63.81
2004-07-28,65.44
2004-07-29,67.46
2004-07-30,63.8
2004-08-02,68.04
2004-08-03,67.29
2004-08-04,68.61
2004-08-05,68.12
2004-08-06,70.58
2004-08-09,68.27
2004-08-10,67.33
2004-08-11,68.61
2004-08-12,69.62
2004-08-13,68.81
2004-08-16,68.96
2004-08-17,67.65
2004-08-18,67.9
2004-08-19,66.59
2004-08-20,73.06
2004-08-23,67.25
2004-08-24,68.52
2004-08-25,68.64
2004-08-26,72.03
2004-08-27,69.82
2004-08-30,73.08
2004-08-31,69.4
2004-09-01,71.47
2004-09-02,69.41
2004-09-03,75.54
2004-09-06,69.04
2004-09-07,72.19
2004-09-08,73.0
2004-09-09,72.73
2004-09-10,71.69
2004-09-13,71.96
2004-09-14,72.47
2004-09-15,72.25
2004-09-16,74.62
2004-09-17,77.27
2004-09-20,71.89
2004-09-21,70.42
2004-09-22,73.14
2004-09-23,78.63
2004-09-24,72.01
2004-09-27,77.05
2004-09-28,77.27
2004-09-29,72.96
2004-09-30,75.35
2004-10-01,77.61
2004-10-04,73.74
2004-10-05,74.23
2004-10-06,73.61
2004-10-07,72.89
2004-10-08,73.75
2004-10-11,72.74
2004-10-12,75.39
2004-10-13,73.91
2004-10-14,76.05
2004-10-15,72.6
2004-10-18,76.5
2004-10-19,77.63
2004-10-20,72.1
2004-10-21,76.95
2004-10-22,78.78
2004-10-25,74.02
2004-10-26,79.9
2004-10-27,77.51
2004-10-28,75.38
2004-10-29,76.78
2004-11-01,78.12
2004-11-02,77.26
2004-11-03,78.29
2004-11-04,75.47
2004-11-05,77.75
2004-11-08,74.69
2004-11-09,77.39
2004-11-10,75.9
2004-11-11,76.32
2004-11-12,80.36
2004-11-15,80.15
